L-Glutamine	 5022086.28	 2366536.81	 3482730.39	 5400479.29	 3124975.51	 2197337.42	 2661899.99	 4607026.11	 4583481.84	 2380836.77	 4731847.64	 3192489.57	 1460965.62	 1289146.97	 1989845.92	 4046020.18	 3524195.08	 3183535.10	 4911478.13	 2573153.83	 2814809.89	 2043721.78	 2521346.49	 2121878.39	 1993521.06
L-Histidine	 1046109.42	 1512668.31	  963102.17	 1497185.21	 1057888.27	 1218964.42	  815972.80	 1057207.85	 1837832.24	  778742.57	 1153987.97	  756319.96	 2283808.69	 2193651.07	 2193635.92	 2479508.61	 4293749.97	 1588659.79	 1548295.40	 2460825.34	  890392.01	 2125533.97	 1498989.04	 1287748.53	  815474.13
L-Lysine	 7087062.14	10384546.42	 8937125.88	 7771079.21	 8928741.69	 7828176.21	 9944967.42	 7137298.85	 6990475.45	 9538323.41	 7572725.47	 7484192.73	 7677461.57	 8949321.31	 9653191.38	 7515972.15	 8997122.51	 9006571.91	 6316917.23	 8324169.07	 7481205.91	 7158019.40	10536553.92	10138975.17	12056867.48
L-Methionine	  148877.76	  529186.29	  152065.22	  742324.22	  358893.93	  358257.76	  157951.13	  425745.97	  388342.49	  183643.70	  356764.86	  197415.46	  256895.95	  166114.10	  150064.23	  260403.00	  705883.75	  247509.77	 1084067.11	  191646.84	  245642.96	  255298.67	  244766.84	  504863.12	  169046.00
L-Proline	21300111.38	15857510.08	41281778.41	31345785.72	14417076.08	15587220.43	14580460.20	15811262.95	11310957.84	53098719.00	12588456.61	13193049.49	16461339.42	12486153.11	27362608.92	14837057.02	23449078.04	15779622.97	48934291.07	14571991.69	12685703.38	16908091.40	17005010.17	47035728.31	56346819.45
L-Threonine	 1382129.99	  950597.38	  938035.21	 1655773.15	  923874.93	  827787.36	  902898.06	 1327023.39	 1240195.91	  997959.50	 1171653.61	 1003458.28	  496543.16	 1144614.97	  702802.45	 1447679.73	 1293955.78	  795536.63	 1506980.61	  506802.55	  973339.53	  530872.57	 1032654.61	  976847.60	  779540.03
Thiamine	  407567.73	  568414.41	  610097.20	 5797994.38	  397258.47	  196521.60	  626680.39	  856418.33	  743807.82	   52817.84	  633621.06	  287922.37	  385192.43	  271272.12	  251141.76	 1242454.46	  203810.66	  278668.52	  512785.70	  365657.23	  268766.51	  333257.01	  245029.18	   43536.24	  190224.20
Adenine	  824356.75	  512026.93	 1392938.62	  375679.58	 4556552.80	  624757.67	 1233975.49	 2302015.15	  846996.06	  440983.59	  733586.38	  535861.20	 1724819.54	 2703428.28	 1043634.44	 2230256.01	  496824.70	  903972.95	  685535.08	 1618105.01	 2103120.72	 1076427.24	 1315236.52	  413817.21	  411093.96
Guanosine	  131953.80	  230203.71	  142230.93	   41176.72	   79818.04	  185328.02	  116203.89	  465621.71	  132544.31	  258268.95	  275971.38	   80232.84	   59145.45	  190459.46	   39973.66	  445689.56	  400027.08	   71553.87	  187988.36	   69720.12	   72474.19	  138158.02	  135409.23	  120334.37	   59568.99
L-Valine	 2658056.58	 3378353.53	 1195958.80	 4206638.07	 3061461.70	 3131641.61	 2507187.01	 3279866.19	 3797082.20	 2048338.23	 3124842.14	 2747059.82	 2465371.29	 2585711.01	 1473539.01	 4046409.02	 4471752.15	 1820709.74	 2512558.36	 2939360.26	12021942.37	 1789694.52	 2537099.59	 2196005.33	  854093.50
L-Alanine	   36973.23	   30291.08	   35672.51	   49968.10	   29915.84	   32678.34	   24999.62	   40874.95	   33310.66	   28262.40	   43980.96	   20861.49	   19311.33	   34747.95	   22685.79	   66772.66	   55339.14	   19011.61	   40839.46	   19112.73	   30850.96	   34946.62	   19522.66	   15255.18	   11068.09
L-Asparagine	   52893.36	   62054.00	   26079.29	   11362.21	   41717.38	   41206.11	   47995.11	   93764.72	   58169.86	   35796.14	  109457.39	   43756.67	   34686.40	   72925.49	   37691.62	   56256.82	   51906.62	   40055.67	   73625.64	   39923.60	   40777.58	   42407.54	   75882.00	   44964.15	   41837.48
L-Isoleucine	 1251833.32	 2009155.73	  705062.91	 3029739.48	  279889.34	  398374.20	  298397.64	 2115503.61	 1167300.99	 1672793.97	 1664003.47	  255464.49	  585042.35	 1215066.45	  582341.37	 1679492.21	 3128692.32	  947539.25	 2960828.46	  909073.51	 3544028.31	  945042.96	 1336695.99	 1434708.97	  762463.75
L-Serine	  288252.35	  343085.96	  432312.84	  749763.05	  195481.30	  233145.77	  116645.55	  801000.42	  516552.56	  478384.88	  577616.51	   94919.56	   70379.44	  222980.32	  247652.39	 1111682.30	  557531.95	  221225.37	  688715.48	  162726.20	  195268.08	  279523.76	  216040.78	  211307.46	  127709.34
Lactic acid	 2620932.66	 4267765.61	 2668617.65	11973513.65	 4021215.81	 6536171.14	 1217720.22	 7011570.80	 2046892.91	 3987151.37	11071229.73	 2185841.17	  489505.80	 2039929.39	 1015614.87	 7679853.26	10769484.51	 1011205.11	 4400452.34	  670142.21	  619603.67	 4052564.61	 4096159.25	  473137.37	  365701.77
Sulfoacetic acid	 1649448.45	 1703371.21	 1495590.52	 1115917.46	 1288540.58	 1434339.29	 1225628.24	 1025902.80	 1568249.19	 1642005.93	 1068362.23	 1509422.07	 1309968.66	 1281821.40	 1784163.09	 1037838.28	 1098978.92	 1849136.52	  933908.37	 1529706.95	 1324963.90	 1687205.60	 1532035.14	 1459705.71	 1504238.05
