genome,D300418,D300419,D300420,D300421,D300422,D300423,D300424,D300425,D300426,D300427,D300428,D300429,D300430,D300431,D300432,D300433,D300434,D300435,D300436,D300437,D300438,D300439,D300440,D300441,D300442,D300443,D300444,D300445,D300446,D300447,D300448,D300449,D300450,D300451,D300452,D300453,D300454,D300455,D300456,D300457,D300458,D300459,D300460,D300461,D300462,D300463,D300464,D300465,D300466,D300467,D300468,D300469,D300470,D300471,D300472,D300473,D300474,D300475,D300476,D300477,D300478,D300479,D300480,D300481,D300482,D300483,D300484,D300485,D300486,D300487,D300488,D300489,D300490,D300491,D300492,D300493,D300494,D300495,D300496,D300497,D300498,D300499,D300500,D300501,D300502,D300503,D300504,D300505,D300506,D300507,D300508,D300509,D300510,D300511,D300512,D300513,D300514,D300515,D300516,D300517,D300518,D300519,D300520,D300521,D300522,D300523,D300524,D300525,D300526,D300527,D300528,D300529
GPB:bin_000178,0,0,0,0,0,0,0,0,0,2.2514884262402104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.282894147690014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.694495639438312,0,0,0,0,0,3.3298391546374475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000074,54.46607429857555,0,0,0,0,0,0,0,14.036872238993299,54.900050858811305,0,0,0,0,0,0,0,0,0,5.484448141976722,19.340639862928715,32.725369604634615,12.563483692844715,0,0,0,0,0,0,9.807367262095335,0,0,9.42560681268548,0,0,0,0,0,0,0,57.46434893136615,0,0,16.292224989161564,0,25.913043408833783,23.577450304873423,0,0,37.357912696898246,0,6.241382146082154,0,0,0,20.145797920457458,0,15.234489459770838,0,0,63.5227351661135,0,0,0,0,0,45.10493921294193,10.609970402886416,0,0,18.018829736356544,24.1406896838051,25.42241955405525,12.148150040679065,0,0,0,17.78230033525298,44.4850924600415,30.46211258080922,0,23.67856911888107,14.86450557969863,0,19.29485096452099,40.09698304253856,28.62205356223258,4.453379556035312,0,0,0,0,0,0,12.618574085000482,0,0,3.1148826295203063,15.143550392139797,0,0,0,9.492713297623048,0,0,28.12436376585146,5.476863232911798,0,0,6.824781414896921,0,0
GPB:bin_000111,0,0,7.404310083049352,37.19844601792092,0,0,0,5.3955086833086705,0,4.918131558271917,2.3159827828040123,26.56263405746456,76.56171824916734,58.53692394453093,55.99333869964862,31.86694751454448,4.768035398400709,23.134136995281178,0,3.0508466406705645,104.33861770787642,9.821947586845136,0,0,63.23449030448216,41.07891857500229,4.733234683106229,182.7926369012903,83.57560479497944,0,71.59582005812972,2.9359850000241,0,21.307003041447555,130.2026346358698,4.217104406965927,5.144866412489697,0,0,0,5.000168701528436,7.53676488308984,18.942000414523754,0,6.330211551716658,284.8363354171989,27.729952233367232,0,17.792853803255458,6.459533323371909,61.13748210558787,30.887032636515684,0,72.79673393840947,46.078364269980284,8.412856020475544,107.09910491789056,0,20.720403726857764,0,3.456115912410166,78.57712310873536,4.212718167226595,0,11.725141829784977,16.251018234225203,3.8779179339364815,0,0,0,34.768324601020886,32.898629661584735,5.042103081453917,21.668795519287404,0,0,0,8.137968929998506,3.1070001494213537,31.590951814023434,4.875618773106084,23.040194344160756,63.46189996481368,8.50554546024187,59.625820009929285,28.248444330905638,0,13.437799746465702,0,0,40.948054389372764,46.00722042541705,12.197024105038391,44.66344045077048,5.369143044435982,4.313939084288103,63.91382725927497,27.338130883465805,35.76886926595555,7.62641769534432,49.149647895809935,0,75.26985014484231,35.80800802055266,82.70814153576231,0,3.248227428940506,16.95161158160093,59.240361117671725,0,0,2.0109704193919997
GPB:bin_000192,0,0,0,0,0,0,0,0,0,2.267038157636969,0,0,0,0,0,0,0,0,0,0,1.7171233459516255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9518117110681485,0,1.794940546273778,0,0,0,1.6332707365771513,0,0,0,0,1.625602798846742,0,0,0,0,0,0,0,0,0.9647749781834803,0,0,0,0,0,0,0,0,0,2.4708074190018423,1.4011053703267629,1.4644771653761444,0,0,1.2275626247895026,0,1.3773594986454958,0,1.5596090637992206,0,0,0,0,1.2181137466829985,0,0,0.8872051306913412,0,0,0,0,0,0,1.065744403394868,1.0608962879266093,0,0,0,0,0,0,2.7599628772872715,0,0,2.600717125324774,1.4667033408462633,0,0,0,0,0
D300506:bin_000004,57.31211657189673,0,101.76668064645123,19.73546996459538,38.62029279520916,155.37974621814314,105.5389987223127,65.83748988091173,117.36572091798418,10.089672190307132,0,10.338674911488456,16.981868544509357,0,140.70304011547952,11.170946756527421,55.40740668493792,153.5780315813087,53.82215763345005,32.466034000136546,19.536326307678802,86.81768085127135,100.80636697909858,129.33055038086783,6.151683913819504,4.4391538003881825,29.49889299612792,0,17.441309288103852,64.00780267046396,4.5419734904270985,6.7485882043129255,62.90470013362073,66.04605526241356,0,44.27402978669449,56.10689658535633,44.191048386310214,78.70973090540237,122.09027689726808,54.856733216943496,98.44918023193438,32.95578811848355,92.12930975626408,82.75522047420729,12.137287986813487,0,66.31998751572725,13.44409874279472,68.5280067102966,9.292336802270576,27.007402783602686,39.870456163621995,7.442109061826409,8.852207668074398,97.42180261194393,5.9025056325527405,113.48408742892254,69.3479893493548,0,24.63195778755279,0,0,141.3208360561402,173.65560963239668,37.710950072662364,6.067180992694749,73.77625842444576,80.81762233124286,77.44212856850257,72.28487549863941,111.20432267943703,40.16311482604921,23.185459723590398,0,0,139.33068692760096,65.18077812131202,19.904358766787933,1.7342995640257877,38.671497820128934,0,12.229574071726047,111.8536609154483,9.887953652137444,0,53.70301085546528,22.161359225194822,139.00157028743087,46.74901735118844,2.6389021642657196,12.818461118317744,10.193428200801725,22.847974719347697,65.58433223770835,44.92459694330384,0,0,112.5543797364648,0,3.8292580635722575,72.90635820109432,17.199387490368576,0,5.3922109842093455,4.262189234265427,30.551843868564013,8.903529733051137,3.933248154180768,50.17741321967443,109.48166860107871,9.682021671917212
D300442:bin_000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.11570620947071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91211349566393,0,0,0,12.70439149118406,0,0,0,0,5.09653555241596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.367817563865453,0,0,0,4.123989982219069,0,11.17432870161414,0,0,0,9.467348793856658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.881806139564567,0,0,0,1.5383024773644756,0,0,0,0,0
GPB:bin_000173,12.720542768981229,26.832770807001687,0,0,0,0,0,0,0,4.242841406914333,0,0,0,0,0,0,0,0,0,0,0,18.204064916816375,0,0,0,6.546984398216189,0,0,26.643107303999248,0,0,32.285237163858575,0,0,0,0,0,0,0,0,7.215875447995231,0,0,0,0,0,0,0,0,11.166731896856946,0,0,0,0,0,11.137643098729928,7.933336090485706,15.871400529171511,0,0,9.22568822053722,0,0,0,0,0,6.959447668407371,0,7.040056548522687,0,0,0,13.377972302723226,0,14.985118942544643,0,0,7.289902467416007,9.546194574932844,0,0,0,0,0,0,0,12.517677717804109,0,11.927882476716352,0,0,0,0,0,10.685991278656312,0,3.443447946812513,0,0,0,0,9.785978568856349,0,6.204425027815296,0,0,0,0,7.000149289713837,4.4483543330835085,4.302191633521996,0
GPB:bin_000112,0,0,338.34353831033866,11.140969563555519,17.71920868724276,0,0,9.704700201555077,20.13904830754914,0,0,3.4762778485300396,135.16334885642328,0,0,0,0,0,0,23.713956805135922,31.370481919257852,0,20.48200344961712,0,0,5.6224521468057365,0,0,0,15.392485155589181,23.071068511326878,0,0,24.154363911594157,8.730854091747691,20.584001769149555,9.616046276282562,0,0,0,0,36.943471405951904,0,7.2336298941372785,110.09659882120307,0,27.738238831822464,23.12844519705643,13.758701920189576,0,27.02471364978584,0,0,35.206132303424866,49.928493130232866,0,9.445010711998505,0,94.83818904642726,0,0,0,10.797677654439964,0,0,22.85844221666806,0,23.362372007473983,0,71.44403464883897,10.170449028342876,22.00233828586695,0,11.310152909077948,0,11.614674511842132,0,0,0,22.095538566281647,18.297858666728033,27.95035997590993,8.645020590498566,0,17.709274059339474,32.610037229597104,0,0,0,0,9.295444046996963,9.941447435996018,20.39259179848758,5.221320497270222,0,0,3.8817032779220573,10.43586355770812,31.520343255426017,7.859595643805983,29.953660854254515,0,0,8.400106755154079,20.79734369378446,13.299898913757888,0,60.72444485355404,7.080022024564911,0,0,8.30261269488288
GPB:bin_000140,5.05328146462055,29.66707278572812,14.078015547051418,2.1597396618587896,16.9888494322998,45.7919208678139,37.593251039596986,19.72005663062831,34.61807101733955,2.2813493400000153,2.4448518192853057,8.593562221734981,9.640128782690136,9.946752441423541,41.472102483655405,38.05245189674178,38.15115615843014,40.56504045744528,25.605317070487654,11.794669517788241,12.7218868035416,11.267656572460607,31.77964537291751,27.840403496994043,51.59347105214976,1.7547508018779427,43.171398066752715,90.57283884758631,33.316945412022484,32.18000040687253,9.752659175691326,38.05448625938727,33.88875200893312,3.447001462480702,26.509327552729552,17.838798610907048,2.801468056362394,17.236250534020197,31.57635980189829,28.977875929496527,6.84310618544195,11.87378362066822,13.633017555042695,39.769830703354515,11.615155851015336,53.14538836359636,13.08426706811423,10.777714235339593,1.366488923648863,5.459438199453435,2.968511833586122,17.244086597543546,48.624770851652016,6.617555645469362,34.46741516142668,16.203321737466254,3.241417815139727,15.146508016519025,14.23726093413412,119.52404202239758,4.01579418880543,40.30580991367521,2.112836300865659,27.27402186713804,51.30918770913436,1.7585934868749704,1.6487379040187704,62.353704838091105,11.992643141899809,7.970444478099333,12.38557651953704,5.601655217725779,5.956877539656886,3.0325942569189053,86.44794254357116,7.1103988330293095,22.911067460218792,4.570647763670352,1.3274969729437303,6.118157289385072,4.3767051914674315,9.187031013481796,9.418646968008519,28.315841581920395,10.955720966819547,6.419129940769909,6.339676777449015,3.759803555915211,9.452816725776204,19.222654963807184,1.9427033062913797,3.4431964508659982,1.399980560534721,2.8390660919215462,1.3774895512874126,17.187764890969465,2.87975334483125,12.951242355128892,5.354555503063977,2.82403441237435,7.223042246177471,10.362289848455053,12.736051995295348,1.8976082676497914,33.4969488327656,51.0084787714258,12.753457097928944,4.065259339796579,3.391282530023802,4.075129765965414,10.366283226981375,1.1516752976385571
GPB:bin_000197,36.86695094911129,0,0,30.804381666408467,0,0,0,0,0,11.972593142093599,45.40288110034123,39.78226348351924,0,39.30980996090414,0,0,0,0,0,0,59.49448593409045,49.865042535152426,0,0,0,18.990549965823945,0,0,0,0,86.43684103882674,5.671682929103421,0,18.277948530887468,95.97109262421255,0,6.161591898167166,0,0,0,22.40520391551323,5.30837112134318,0,0,0,141.20520160257624,5.093195700731973,0,7.8628654831978375,22.937540822735784,21.800045632319634,0,0,24.503110057011487,47.842921220161,14.205191724407774,44.63307061420765,26.43466543245778,4.364186868926582,0,28.015160338334496,0,69.16950141992648,0,0,10.261417295516493,32.662645850554874,0,8.829275614632893,2.9463564857524287,82.0452603222644,59.17519220867896,35.520062680592794,30.43929901625489,0,0,0,34.87663251791864,16.409962783398026,4.334986039256806,14.815084300530506,4.332962219378702,37.443920312574164,0,58.279579633336844,3.6561028890751555,23.92043063032111,0,26.572393603090855,0,30.946121337157066,89.06726478575096,3.6832076195854686,20.97194190576854,36.997921006937126,0,31.81726737575854,0,38.26302526859583,36.952240501117075,102.86823462914826,18.288139909559344,0,21.64851211894664,10.171429590222251,0,0,4.379112540527595,39.57532790098317,15.410990835709915,17.520208684741146,7.220158113337286
GPB:bin_000019,5.27592293145322,0,0,0,0,0,0,0,0,2.357580377073491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1645297266338308,0,0,0,0,0,1.7414189184480768,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1123160284273474,0,0.7869883530435758,0,0,0,1.6819381087657626,0,0,0,0,0,2.7388050811377975,0,0,0,0,2.1268247003477927,1.795474281891586,2.5810191675872227,0,3.0530827650994152,0,0,0,1.2380470119064488,0,0,0,0,0,0,0,0,3.390704800308736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000027,0,0,0,0,0,0,0,0,0,13.682060713155316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0915114986582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.425202844700987,0,0,0,0,0,17.185153822960714,0,0,0,0,0,0,0,0,0,0,20.194298147584238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.527882239819514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000126,6.169508840933137,0,0,6.291237217791953,0,0,0,0,0,0,0,29.853654954614473,0,21.530886954768327,0,12.279049519191123,78.64361223968267,0,33.437320885908676,0,6.798387794701413,10.032166596101604,0,0,6.587100550990276,0,0,0,0,0,7.979131195945243,0,0,8.970747600180779,17.593968333429977,0,6.222308797574232,44.33780200074538,0,0,3.3897746997876634,28.722039989847953,40.694080489629265,0,0,6.982663140064706,4.5903617933452825,0,0,4.152139636653543,19.569202472972805,7.431681314380907,27.138959170656044,4.41666392273956,8.075683434538107,0,4.665496830982734,13.73485097270516,0,0,0,0,4.678347151555982,0,0,4.188854838291391,2.726147430183567,0,4.570518101031493,22.45073388151655,0,7.425562114107932,4.063848318429195,3.2727668488537134,0,5.799515767285065,0,4.138065476025702,4.1474628193020555,4.340960673648189,6.572414470335136,5.39241411483874,4.872369508782655,0,9.640406652911093,4.601463770983393,5.784130349455872,0,10.80436596197762,26.403649840711388,2.8112917311246712,0,3.908376922922262,3.186748376445042,4.279419002331415,32.47140512281963,2.923666473280512,3.688216838815311,4.708593484333828,0,8.40406594632995,13.900812425822908,5.703575448719499,0,3.259348316826548,0,5.44018758554132,6.34888882607805,3.875901452902118,7.990713967890517,0,2.2871385191710174
GPB:bin_000181,15.077273953816754,0,0,0,8.668692312526106,0,8.123727040524006,5.609338670984102,29.14068997637979,7.092311047532446,0,0,0,0,0,0,0,11.928651429965512,0,8.632060651089894,0,26.816150459651574,14.728589329873472,9.801094883765632,0,0,0,0,0,10.191992784560735,0,0,10.989461466523245,0,0,21.29715263685123,0,0,17.79171333414655,0,9.07807238357157,0,0,15.190347871408454,0,0,5.078752527436782,25.020090119062143,0,18.606961863889907,0,0,0,0,0,23.230498538060335,0,20.864632888652316,0,0,8.668063918737595,0,0,21.428597831671787,0,0,7.322968532256932,9.156917321859602,7.040117398745431,0,0,0,5.9436441664726045,0,0,0,6.392576081853836,17.12635520513361,9.47444100676078,6.474821739467935,0,0,0,0,0,5.448691647167977,10.698071570356078,0,18.17887783655108,0,0,0,0,0,12.912974853159158,0,0,3.4451504633480083,0,0,0,26.326077233293045,0,0,0,20.796877252514502,0,0,0,9.887628404877814,10.869807896322419,0
D300430:bin_000010,5.870235839720423,6.289781167342973,74.14526511226195,9.753904060702954,0,0,0,1.4393693524987121,0,1.218850650393555,17.597362439047473,4.21849478159052,235.59009578468738,1.4865019762714147,0,5.068531401423342,0,0,14.24324898887277,0,14.44867325579303,9.403683175469311,0,0,0,2.7885219649022726,0,0,0,0,9.764900006864137,14.326218400816233,0,0,18.025854468319345,0,0,2.257667673184486,0,0,0,4.896644770294685,3.4882639933411217,0,27.258650644129197,3.0900607975859566,12.526381940524594,0,6.932594183610975,2.5550580352709966,0,16.83874211707284,0,12.119082098399723,0,0,12.39508034704539,7.6968624233865786,4.904541858901352,0,0,6.244747769655587,4.819473220872572,0,0,7.567160240258092,0,0,2.860545412258014,6.3362140490872365,21.31814071212413,10.402115086904628,8.18138379650702,3.951743124034939,0,7.759339390211475,0,0,2.7994679294899947,0,0,12.926734343938534,9.65868916326181,0,7.472245232257708,5.729737636724594,3.7412707181952256,10.233177368610106,4.24943337556221,6.557682401088132,3.153687340600432,10.291955698998969,4.596655366388259,6.303076265883311,0,5.960102708801355,13.061234758119173,5.296297431680188,10.220981864685886,3.286938215444573,14.037074998350608,0,23.43910878189574,3.2262106036907725,0,0,7.633385825092483,0,5.782518178298267,1.9289388645386067,0,2.60778859527121
