sequence_id	D300418.lib1	D300419.lib1	D300420.lib1	D300421.lib1	D300422.lib1	D300423.lib1	D300424.lib1	D300425.lib1	D300426.lib1	D300427.lib1	D300428.lib1	D300429.lib1	D300430.lib1	D300431.lib1	D300432.lib1	D300433.lib1	D300434.lib1	D300435.lib1	D300436.lib1	D300437.lib1	D300438.lib1	D300439.lib1	D300440.lib1	D300441.lib1	D300442.lib1	D300443.lib1	D300444.lib1	D300445.lib1	D300446.lib1	D300447.lib1	D300448.lib1	D300449.lib1	D300450.lib1	D300451.lib1	D300452.lib1	D300453.lib1	D300454.lib1	D300455.lib1	D300456.lib1	D300457.lib1	D300458.lib1	D300459.lib1	D300460.lib1	D300461.lib1	D300462.lib1	D300463.lib1	D300464.lib1	D300465.lib1	D300466.lib1	D300467.lib1	D300468.lib1	D300469.lib1	D300470.lib1	D300471.lib1	D300472.lib1	D300473.lib1	D300474.lib1	D300475.lib1	D300476.lib1	D300477.lib1	D300478.lib1	D300479.lib1	D300480.lib1	D300481.lib1	D300482.lib1	D300483.lib1	D300484.lib1	D300485.lib1	D300486.lib1	D300487.lib1	D300488.lib1	D300489.lib1	D300490.lib1	D300491.lib1	D300492.lib1	D300493.lib1	D300494.lib1	D300495.lib1	D300496.lib1	D300497.lib1	D300498.lib1	D300499.lib1	D300500.lib1	D300501.lib1	D300502.lib1	D300503.lib1	D300504.lib1	D300505.lib1	D300506.lib1	D300507.lib1	D300508.lib1	D300509.lib1	D300510.lib1	D300511.lib1	D300512.lib1	D300513.lib1	D300514.lib1	D300515.lib1	D300516.lib1	D300517.lib1	D300518.lib1	D300519.lib1	D300520.lib1	D300521.lib1	D300522.lib1	D300523.lib1	D300524.lib1	D300525.lib1	D300526.lib1	D300527.lib1	D300528.lib1	D300529.lib1	D300530.lib1	D300531.lib1
GPB:bin_000032	4040176	307030	351043	565230	499832	414375	405167	481501	497123	4066391	543071	476704	272765	439124	357930	413470	495957	444802	491109	517350	590236	4104048	454573	443369	414508	623224	364530	388557	328748	473849	572010	346916	426587	462277	519258	514328	461685	485464	433258	409219	3869318	495789	507828	477291	326594	515470	646818	539833	559811	4105731	486322	542329	429793	485268	478901	4098220	616003	4106897	451593	382136	4083053	468019	629453	471240	390963	555685	4095083	495805	4103927	485845	576674	598238	3793680	556851	262351	516500	438846	4104829	4080429	656987	473744	653288	522736	350859	553692	664283	4099272	435994	4091423	489323	562434	612301	522052	535928	4101521	484317	568159	588152	557312	535973	571104	4088152	567489	658825	479778	528405	517231	463937	602888	3255260	4057146	571786	300	0
GPB:bin_000033	3101651	3146262	112464	3012291	2977930	3083241	3049973	2935544	2507821	2421832	3348274	3064345	81945	141564	3064157	3114833	2703543	3037368	3087195	2757349	3206118	3133084	3108718	3057724	3164231	1079995	3005563	2819020	3106914	1783456	2659677	3003077	2961472	3474910	157247	2247017	3259912	2699859	2664265	2997042	2971397	3323763	2448709	2589569	3107479	151856	2635001	2749247	3178646	2934181	3259798	2565244	3110882	735569	3033407	3077384	2289721	3131677	3349269	3166867	3170721	2008287	2439837	2618903	3026233	3228455	3156284	3005000	3120605	2873675	2961276	3152296	3076711	3091428	2815955	1708011	3127782	2281467	2881290	2310168	2824095	2428950	3027729	2996989	3146732	3112458	3065402	1120232	3148432	2400840	1939965	2950995	3311871	2554919	1969565	2628217	1765068	1370408	3472192	3287235	3064677	2910938	2451131	2337516	2800686	3121916	1791313	3165984	3069817	2049135	2269652	1942912	0	0
GPB:bin_000034	2731165	2857474	3152445	3398492	3258488	3045408	3012982	3122871	3256912	2841583	3853678	3199442	2984350	2706387	322028	3030238	3344898	3066229	3042242	3342158	3322274	3092787	3157606	3187480	2936846	3145917	315933	2961077	2922580	3107185	3300495	2955239	3088571	3856744	3000985	3371213	3182352	3368442	3126233	2855973	3132343	3335777	3412221	3265427	3024944	568381	3449614	3367881	3747259	3050340	3852148	3472210	3064703	1065795	3032957	3013041	3233594	3104946	3026882	2857474	3065084	3046322	3596809	3137856	2893459	3596688	2831619	3186974	2953130	3339921	2702530	3168141	3054036	3171498	2786134	3403388	3193355	3057974	3039079	3488228	3662983	3481474	3203656	278941	3227618	3468924	3025418	3275910	3051465	3394599	3135600	3856547	3698520	3241097	3060493	3376523	3194699	3401799	3856926	3573482	3236767	3052920	3427267	3173484	2864414	3295122	3425070	3269709	3154847	3009713	2913438	3781445	150	405
GPB:bin_000035	3313006	158004	161045	200606	227538	210986	186932	212059	219323	2100549	198551	2432224	116201	211156	132280	188473	222650	215820	215823	270425	3457370	1923719	203778	219227	210267	3344310	125169	204847	182411	212979	1694640	187314	201116	193488	205206	207789	173420	213850	201434	209882	2303765	197986	219882	208950	150676	222104	407365	219362	194164	2439331	182400	207578	211434	3423941	3717808	3702968	2016945	3348075	186776	211516	3983196	206764	222754	209715	151256	211079	4013866	216548	4014991	197041	223658	2770804	3781679	2250487	144340	193424	212444	387002	3289215	2475510	178051	1573979	3724121	115946	3062653	1793029	1440697	165863	3969221	192345	1825708	198465	197078	1815680	873020	193057	202916	360741	196687	189340	3717406	3795373	213515	1124822	3612400	220130	201686	181707	221666	3811027	3064895	192423	0	0
GPB:bin_000038	645125	310201	371354	679711	3391415	418954	3863118	3795511	3873140	471405	450970	836635	297834	454468	312025	758092	824797	3760522	871260	3862348	916825	710605	3873226	3014892	750603	830160	306265	363632	321519	3819596	908349	331811	1333582	403452	433358	3726952	374585	779779	3861668	411325	576126	418226	838952	3871546	343251	480528	917476	3869527	775765	594096	352640	846843	823116	762168	825692	642978	794522	702865	399396	425342	575387	391642	869837	3873101	328154	711000	631785	3576792	664442	407793	899481	804945	563710	788789	276292	834274	2441521	638157	520084	946507	353898	914705	881642	326956	861012	1006235	546825	734570	671552	799107	863161	636048	631912	730499	675063	821190	663201	850609	545049	510706	847887	660205	896361	813663	849732	3348602	825928	367619	846780	584050	474879	782171	150	0
GPB:bin_000039	205010	1686721	3209601	64257	121156	1015445	36259	793274	222198	42407	407493	49060	2317996	893768	2382778	245833	63013	2240378	68428	146416	91090	89766	92075	396581	148343	99222	1756128	19454	2323744	288809	26673	660894	116765	304044	905955	190416	25306	84377	165752	842059	14240	90748	101358	112166	104821	249658	39466	153735	20424	62445	610548	118922	77571	11558	7984	99626	100546	138231	13751	8978	13508	900102	17911	2190039	1344433	41998	13312	215947	65883	67308	127413	82651	47788	8481	1361810	185054	953668	25995	38681	68140	252627	109897	48090	2916626	29206	108911	229961	50038	65459	101377	18836	41610	21055	17522	13514	57768	49534	21585	232830	36188	34504	758538	123411	90279	32153	69772	89314	141847	106707	70783	1645520	12211	0	0
GPB:bin_000040	24347	8810	5814	11201	21858	8580	9194	12360	13911	2116766	11600	18535	2351	12290	11457	15864	19068	21110	17167	21681	27531	19090	10025	10108	15446	29665	9896	13828	10141	12916	27059	9680	9344	10465	14162	11400	6558	18687	11109	7092	1144452	9869	17603	9847	4720	16822	85080	13599	14765	2134795	6683	39493	17196	23134	19813	23073	32649	27322	7317	13340	1158791	14521	24653	12407	10507	10500	1768191	14465	15921	8430	31293	24590	2134796	18074	7902	39244	11506	33694	1939849	92343	6126	43607	17685	10068	18147	45141	16724	34745	17120	18758	28182	18460	10201	23561	843882	16273	26981	105653	13836	24667	22699	23301	38566	26723	18884	14575	38039	4985	33139	12856	12831	11105	0	0
GPB:bin_000041	9097	0	701	33425	1755118	0	0	0	18358	3751	77134	3675	168	150	0	799	1001	0	165	1854640	4402	6091	16942	0	586	6688	150	0	0	1828099	2567	0	0	31278	456	20197	31069	15246	0	0	31563	1559	13312	17998	240	300	20012	18889	35633	9769	31916	16702	796	300	2132	6148	8115	6231	807	163	43700	0	190459	300	0	29878	41395	1174322	1572	29017	5536	2966	9218	3467	0	9913	0	71959	11370	18150	27710	17539	1451	0	745	5482	5922	4979	2910	7185	1819	248664	30470	4902	37312	12086	6196	21726	34299	98841	4959	5152	12042	7505	769	18709	11341	29009	7979	2826	8439	34564	0	0
GPB:bin_000042	1310883	292	300	1133	2016	0	972	1230	0	1304	914	300	1131	262	536	453	227	1975	523	2644	2153	1889	120	502	489	260145	372	692	1196	590	2399	485	480	150	980	791	150	0	300	0	2926457	593	473	396	616	1195	1838	2301	873	626	660	1542026	537	1083	1674	1153	1212319	1139	300	656	3406647	796	1356	147	243	854	3583137	1723	600	1047	3098	2479	2073	2285	0	663	226	663	972	1687532	0	1945066	1406	291	639	4929	2345	446	812	396	2438	1484	600	2492	3344772	376	2210	175414	721	895	2412	628	2444	1205255	879	1295	1327	150	8074	364	742	529	0	0
GPB:bin_000043	3238	358	383	532	388	149	0	0	150	1890	537	353	738	651	149	840	567	0	0	0	1883	790	0	150	0	2370	0	150	354	444	457	502	299	421	361	436	466	0	0	166	1627171	452	487	149	387	511	1998	1670	391	1391	413	460	614	352	1162	352	2928	608	387	706	1744169	0	574	150	510	339	1734043	150	332	377	3085	2006	1676078	1051	499	675	298	68918	4640	2322	410	2765	1483	0	726	2323	543	471	347	611	1977	653	616	2974	1043605	775	2464	1216	410	823	1476	341	1365	2504	953	151	869	316	1997	318	150	681	0	0
GPB:bin_000045	2497265	37584	22285	104637	74736	34059	53373	53467	81590	2506505	105738	55718	6787	54914	23209	79207	103335	59541	95671	86037	82703	62285	69248	60345	92898	127855	22516	70134	47660	94543	77816	41511	56670	117418	63549	92269	100582	93398	63766	35590	2493722	36426	114361	76541	13928	67354	139604	87398	137173	2517261	96513	128563	95987	58120	58376	62546	133586	65599	50282	77822	1852546	35021	118170	73702	30877	106852	2419449	83452	43483	26229	122554	116997	2411385	335473	51628	154330	54898	2150356	2513198	152459	92411	148986	72013	22038	74326	185263	53405	98334	51589	101332	103925	175821	88433	95481	2479589	120758	99743	134585	120317	147263	72807	58005	141473	118423	60341	90945	116064	97181	147200	49425	37083	185758	0	0
GPB:bin_000049	244149	168039	143167	490261	2372855	155883	245402	2373742	229990	157421	2299941	220875	121082	176837	116668	164317	162384	229567	165634	1728700	297617	211109	200649	191164	174125	276790	114070	153673	224931	331308	246595	179816	2033331	164936	196798	219896	149157	180459	180439	154766	2486366	156893	184584	859418	125918	217929	212828	201686	1154380	225204	162985	222897	165297	202986	228647	172469	267413	182861	180138	140630	2660523	163822	2401682	232104	165038	2364409	2664457	1008672	161094	152688	230229	256531	273135	255456	148720	232365	188344	274925	240253	247569	163279	228563	246080	142985	259092	236310	200134	184891	156019	183743	262775	1844569	2000407	233691	274315	167713	210296	180267	682004	2462553	250603	184543	205850	261097	234967	472440	204381	166519	278027	152651	151252	1246916	0	0
GPB:bin_000051	121282	111157	116311	435768	419195	3335292	2233670	1455699	1237410	96292	192174	613527	198899	123626	127745	104407	102647	2834904	131580	566538	723262	239470	1440184	2948181	85007	65855	143100	125602	123735	1170245	948585	151527	612054	1827837	126447	757352	744347	143640	1621844	2611614	15366	3742911	67246	1500710	97007	164619	66904	159953	1318422	708075	1020758	33365	109261	615246	4433695	4424484	108593	2422813	3312165	127959	71426	641350	845823	918290	135770	1122405	66388	1773129	2375077	2771724	2755043	668247	40807	560204	195911	19858	1110186	104652	149261	21401	1252233	62073	176810	180124	349187	9033	851902	25646	2406480	86505	377185	349081	2717133	1586896	45490	69238	768836	45217	4129143	133895	1029904	3018548	23351	23743	4523647	659145	58007	885912	67663	2368433	1062809	504770	750	285
GPB:bin_000053	2464070	2446596	3039994	3096212	364422	288705	278959	352880	317075	1780232	3094981	2470365	174577	2424146	211551	2375940	2391396	369129	2384959	358844	2507907	2494413	282134	539911	2412327	2516626	201045	2380489	2574597	400932	2412846	2467730	277184	3100397	2465787	301607	3099409	2417616	311541	275905	2442051	2725891	2416924	325580	2367711	2483073	1972841	315022	3099285	1767473	3100443	2486938	2395374	2473881	1852136	2482270	2379899	2460239	393845	193601	2420527	2384869	1261648	301106	243232	3100446	2381879	299928	2431412	1620295	2057657	2574814	2608370	2526062	2397712	2425958	330678	1836081	2500562	1104143	3100443	2443735	1837622	239810	2523036	2261118	2395434	2368669	2428806	2421595	2551002	3099492	3100243	2533095	2507329	2398939	1362771	1949174	3100354	2657987	2314644	2497314	2415642	2575406	2473394	313691	2422107	3100428	2581165	2439594	1554085	2684383	0	0
GPB:bin_000054	504915	322789	349625	3379939	4001496	445392	3990043	4001504	4001504	441949	602256	3387955	294955	432263	3991571	380887	430639	4001504	421128	4001440	3944414	449660	4001504	3990374	420334	4001279	354783	346328	343865	4001504	3987053	355708	4001461	3332053	468961	4001423	3302808	418835	4001503	3967656	3321459	3318315	430479	4001075	320910	487550	3490685	4001391	3367213	515267	3303503	2981866	414499	3489060	3779699	409841	4001331	440071	3289391	390373	3341044	390581	3411250	4001469	3992290	3366063	3328335	4001504	400972	3315427	3555121	4001504	701201	3902639	304208	3422197	4001139	3361961	3308158	3532711	3308675	3435125	3934654	3999781	3857513	3472211	400978	385214	406052	421675	3928625	3364356	3358988	3796548	3432388	398085	3734606	3338843	3312488	3316572	3971598	442695	3424533	4000667	3461166	4001504	3253222	3300735	3815235	400591	343841	3367570	0	423
GPB:bin_000055	3479877	123971	95844	160393	3131242	124170	148259	154971	165903	143530	128864	173234	80894	131172	111297	119918	152407	170988	125145	3146241	208327	179648	159803	154028	133746	197959	107913	108844	144869	159195	195487	144129	156203	123176	156506	157276	114639	152367	153887	137911	3482608	117676	156960	154482	100312	165201	176607	159830	147522	179828	116500	172216	133287	164927	179372	151799	201987	170235	112427	119258	3482458	115045	168710	158094	111367	149927	3482446	156339	143730	116163	194359	197721	175198	189023	116294	2956665	156692	174832	162836	175811	116041	174481	185264	126642	194133	182180	2200034	153603	152937	151308	189694	136521	139453	180002	1994724	146329	181066	166207	129295	134555	194079	157542	178238	196742	168001	165511	168908	118200	203908	141448	155523	142835	0	0
GPB:bin_000056	2403938	0	3012	1592	1013	1511	1317	1521	1407	2794632	751	0	1300	0	150	776	1385	1763	1380	1092	300	1355	1436	1530	870	450	1153	0	509	1536	0	328	1252	2345	0	1085	2100	1215	1336	1419	2483373	2311	1254	1435	2314	546	2766570	1375	1766	2805339	1826	1393	1414	0	0	1486	0	1418	1699	0	2811264	0	535	1456	1454	1892	2811380	1402	1405	2393	450	1418	2721532	223	0	318	1434	2811284	2690655	2811192	2619	2801231	300	1528	298	2500957	1238	929	1435	1472	204	1612	1608	919	1148447	1254	0	76190	2503	693	150	1413	895	408	150	150	967	1000	1074	1381	1428	1169	0	0
GPB:bin_000057	430488	355011	391073	523167	5054014	411445	457080	466062	502714	350487	361419	501035	319674	378802	208282	452833	483770	469724	505085	5053559	564397	472459	482826	452844	500076	540119	210364	420756	401667	5020778	530973	422948	486075	451964	399645	4943949	441087	488608	504010	443636	372294	397999	513172	504217	433249	423756	504820	5046647	481247	425900	418699	550228	513498	426267	489260	406886	571758	451811	374025	467235	404171	404625	553155	503787	217337	500869	361452	4877822	388226	379878	485214	537707	407667	509441	311494	457989	432447	411284	359479	479363	407529	557305	462528	330273	535696	507156	420909	498158	447329	511971	490788	419037	444449	484519	429328	500551	437612	490929	389773	367326	508841	408596	557063	501970	480257	5054330	540998	447199	529695	364151	349163	451153	134	0
GPB:bin_000058	1691254	115240	44523	133307	3542932	62511	85905	680415	1266339	309792	145144	114896	31066	92948	53571	89026	81153	159935	77774	243456	301949	2924731	85846	140015	79762	255975	40996	64970	236090	475403	143538	149735	2699364	60956	132670	543373	41294	86376	168129	76398	974604	37610	88485	154035	28149	162374	3807966	131691	94398	557568	74823	171135	90676	113931	119294	163758	264910	142722	51689	44997	2999496	71397	196559	234918	1546360	117010	3167557	97135	123069	38140	327497	212541	2452081	242059	96029	136412	117531	115563	2048043	254499	75660	174656	184360	82458	236136	147225	139143	87746	127003	103645	200747	183562	74982	175370	3689852	89653	122876	98015	113661	318312	161759	171540	121144	224952	148393	633051	112509	78226	318741	120910	93922	91276	0	0
GPB:bin_000059	3306602	496723	2891518	3111308	635502	473304	396597	465600	638128	3332031	3028139	2945131	2317055	2876055	370977	3335064	3346553	584372	3346451	787836	2995898	3346105	526089	512214	3338965	2948579	331085	3346660	549766	566745	2971984	1988593	490417	3345544	2878506	785339	2957868	3346032	385341	455951	2712215	2837994	3346095	560512	2868423	583153	3341870	751283	3015619	3344915	2910501	3343381	3285001	2946503	2922442	3346632	2989616	3347035	2850126	3345742	3197032	3312026	3265099	525777	518391	2987868	3337901	511664	3173517	2923486	2957886	2990356	3337071	2954731	257534	3340159	509459	3301205	3335020	3343130	2963344	3333961	2826463	398887	2932854	3334525	3345675	3285193	3344138	3345154	2917219	3318160	3338368	2934140	3337990	3334858	2950009	3341552	3044393	3107978	2975720	3344184	3334592	2957875	471294	658674	3337748	2914590	2987811	3334878	2361611	3096406	150	506
GPB:bin_000060	3495382	222328	314067	523559	2448648	276334	332033	328410	2626445	3528062	524709	328586	203829	281415	139685	364191	414488	356036	414413	2283596	403006	3261435	1295661	342473	393948	2198580	130506	362625	237792	2323521	384932	244503	347649	489416	357056	2639316	447796	401237	362122	278031	2325761	323929	437150	2496166	293130	348291	2836073	2982607	594397	3452885	473372	498523	399485	369969	344054	339185	2386617	3443657	360030	374005	1280569	290814	576691	373281	269394	514178	2883059	2880153	311325	298235	586342	550790	3005126	548165	211305	521725	339930	3521051	3510459	2915558	450950	3023202	349483	159112	371656	3031805	3029693	429415	332297	421762	531521	663428	481736	516109	1537794	450005	1529900	2724500	535300	588850	403336	3157190	506224	2467459	364593	2389970	460887	461165	2780910	3463018	268940	658494	0	0
GPB:bin_000061	2202425	35353	24769	54383	73073	62877	57077	66475	63706	2658897	47468	61868	16222	50608	52865	66521	63737	61775	65163	74833	73939	74371	64968	61261	60069	66755	47583	50936	41972	59542	71226	44729	63360	49909	53978	59259	46746	1289819	59926	57182	2148518	52471	65138	67349	26682	61721	1176683	60825	53841	2625703	54300	75110	65184	60671	65436	68502	184496	72579	70411	54920	1252433	57091	1344103	60537	55910	57906	2214441	64395	65293	50680	70966	144780	159636	313574	31871	1100498	63463	1513148	1988280	1234060	49128	985291	66217	55457	70928	1249051	69075	1244171	68216	52640	102154	54884	50894	262905	1070591	53510	183270	120327	53332	50330	66393	69349	1412081	113094	59069	72819	122119	48605	71038	61615	64751	53720	0	0
GPB:bin_000065	111277	3140	33952	61682	69310	41915	35969	35467	43851	53176	665715	44865	23203	45078	33267	41758	38726	36644	35828	134664	57973	56249	38292	42350	40214	2352726	36659	47859	9168	40292	52625	3632	33465	56688	37671	53701	52032	30778	39333	39952	3003130	57752	41413	43106	28562	52431	2516761	51888	97402	61388	50292	42735	39108	48190	48015	49688	2595742	56025	56715	32550	3005068	40311	2595369	45520	39063	57201	2980930	48916	42014	57246	56508	62493	63307	43329	388	42945	41050	2956757	61800	2462711	49263	2666649	44551	14086	49374	2437580	48069	24881	51215	31246	57307	497727	56396	41620	2981630	37606	2140252	2369757	63212	1298427	49673	53864	47813	2293027	37995	51330	42880	49603	2623269	46351	37786	56177	0	0
GPB:bin_000067	3458212	413665	428447	1873749	491793	461021	429698	443819	502322	3452664	852713	533264	369853	454116	363374	419089	490094	474276	474553	478823	620044	3458553	470707	480694	459063	818976	386083	360113	527197	469697	619118	408832	450571	3458310	452757	479379	3457203	508928	466227	455853	3457727	3220064	517669	484211	409503	486364	3228120	514918	3458419	3449640	459166	583565	455704	495194	509824	3458399	1048859	3458588	3458218	448120	3457964	1150351	3458643	491167	394417	3458559	3377569	468141	3423184	1485185	546922	725714	3457917	666647	379217	509509	488073	3371118	3458513	3231510	2455116	3196891	575832	362532	596017	3242286	3458302	521636	3458578	468338	553491	3420128	3454755	649318	3322032	471516	642292	3204865	3458673	3457726	602411	3458527	2649337	1741580	524923	474160	572205	1946033	683715	3458299	590265	3458544	150	186
GPB:bin_000069	373552	252753	4504395	331835	353762	255019	284755	334057	340717	287940	323419	328440	171678	311921	214036	233215	273330	332110	260316	349132	424803	362883	315783	306214	259281	2657819	200959	195606	260642	347199	406957	283203	296919	254236	331219	328227	233178	272894	318729	260633	380352	232547	277999	331846	210176	354115	378733	327643	321172	367003	236315	313994	264084	322329	310148	313964	485216	347381	233869	198273	384702	216252	366630	336609	241311	311045	405535	347471	293689	220767	393029	404205	396502	371359	212202	339374	306870	364709	341319	414076	232591	426696	374142	233564	377428	398070	309500	240788	312555	261096	410575	350520	300630	386037	472816	246758	416343	336457	289540	335200	397787	339024	322964	475891	378620	344033	306287	229152	489194	294387	263154	328368	0	0
GPB:bin_000070	2190676	2996	10277	1718905	117037	3261	2947	2950	86599	2189530	1630362	84589	4371	34096	3373	377627	582197	3831	31007	95932	87511	2191260	62978	3383	13769	48334	2973	3294	3653	81863	78816	2836	3440	1712037	42173	128182	1714531	2057688	3448	3430	2191331	38916	2057937	83555	4512	32822	2059528	126133	1730640	2191335	1713381	2058791	67898	30703	79745	2190713	83560	2186171	20224	4595	2191309	3637	1731320	3843	3442	1711508	2186384	77501	447720	1706767	92514	60170	2191272	57418	2317	2053306	3715	2110629	2191351	2059329	1706652	2059934	47480	3281	48876	2033695	1836917	2011724	383667	2050305	24696	1737632	1723740	88363	2191338	2057228	71530	2061116	1719046	1728684	69851	123538	2055250	59811	38246	133003	2052971	1706577	68451	133946	2191180	1727081	284	150
GPB:bin_000071	2833731	236050	200599	289607	340438	221503	263027	291555	357153	1868223	313106	282974	189412	249327	261772	262637	298748	284559	274771	361115	337807	307434	302708	291033	276055	346994	236243	231622	238483	323853	325280	250693	283887	258218	281363	359867	231326	292212	277366	267590	2834075	221243	305504	317868	197145	296799	349570	345202	287970	2443700	260324	327121	280837	282850	308483	300083	353347	320701	218878	249838	2833632	241501	343036	298612	260344	290595	2602575	333942	279646	215760	355949	354385	2568073	330509	215305	320717	291658	2459886	2469661	360003	245839	367207	314295	251376	321651	378817	290779	287869	287022	300122	324319	317532	277438	339214	2770186	303973	335369	346788	310431	302460	321106	306410	339709	342441	306890	342777	312487	241309	356608	288024	246200	296993	150	150
GPB:bin_000073	1822902	0	377	450	15544	442	150	21376	450	1823093	4137	338	539	302	0	180	0	15261	150	1534294	405	0	0	0	150	26381	150	0	0	0	81	150	0	0	147	630	0	0	0	0	1779025	0	359	0	0	0	142600	300	2851	795906	150	230	0	0	395	379	2343	577	701	0	1823077	237	4633	544	253	2322	1807152	13799	86	0	4355	2440	143284	1688	0	150	0	1823093	1823092	300	0	7490	1239	146	150	110	0	4014	0	0	1986	1850	0	1960	1731634	150	3182	0	1392	1461	255	150	600	18781	150	8070	600	0	3995	150	0	2000	0	0
GPB:bin_000074	3743668	235873	506738	1080237	1078783	550089	718245	829693	2036452	3710961	764459	1071624	471833	926578	555579	430291	516672	577227	466430	2162794	1256468	3744387	1619634	540885	544300	1075754	355772	378678	615482	1271854	1041069	606971	1588608	1098864	1059834	971706	967127	508343	624877	531872	3745376	986171	599464	2739077	482266	1237646	2916284	653830	1037170	3734519	1071814	1435578	441603	1109861	1108595	3733992	1079238	2520978	950034	194084	3733738	305836	828459	685301	480273	1066189	3746735	1857812	988223	705890	1241148	1231452	3745273	1153247	127996	756356	544767	3708787	3734939	2860545	864648	2876604	1159814	507045	1157222	2877467	3743156	1915568	1029329	488609	1003945	1102261	830397	1123362	2297912	497727	1040001	2361488	1178194	899066	1046831	1109598	2776471	1015573	1068275	2771312	1670408	886712	1059154	2204910	999648	914720	0	150
GPB:bin_000075	183873	143480	126826	178341	2818772	145487	160728	183193	171040	135951	169911	176274	110776	162998	135162	146743	151481	177261	146233	3071454	226635	177538	167323	159910	155174	826336	131845	139297	152823	165318	221964	148415	162638	136015	152738	212277	126913	152285	161094	148755	2160684	133374	156998	164646	120355	172870	176150	819593	165394	178892	125602	177947	146045	172389	179785	153146	221669	176443	126037	136240	325859	140745	177970	180902	141733	168326	181949	184549	145489	130354	211046	218244	203665	207958	130788	174077	159964	2447403	178383	2025068	118072	2524686	202844	138951	215395	2637235	160585	145540	153520	158789	219448	172512	155205	203845	2492448	149590	188512	2436278	151258	168103	207350	163573	171457	223411	191831	169892	166263	125890	227823	136041	130851	154273	0	0
GPB:bin_000076	3203091	163198	142267	309193	292382	182106	196912	232290	256107	3314162	283217	270355	99339	271639	173176	238392	252323	236891	247551	321852	304299	3400043	234712	214928	261578	311304	170651	232841	200480	253925	293315	459105	205319	256305	299433	307890	196337	229068	208331	189001	3197801	207746	269957	244002	134189	303563	335374	308305	315681	3375025	265783	279506	247193	285403	273035	3367221	332056	3402495	204138	219741	3203019	207684	305621	201876	191916	297857	2241566	263596	3351456	202445	312460	308164	3258077	277311	100950	280521	210526	3243695	3201581	351020	217755	362579	274297	137237	285476	363775	3355631	204907	3384463	242833	302028	337265	289439	274121	2183632	248343	306617	333487	295160	319519	291814	3347315	289745	317556	257265	304190	260572	197567	340286	3280638	2745598	271306	150	0
GPB:bin_000078	2864545	22892	5731	14789	428882	4001	10220	204515	30650	2196719	203682	1353131	3530	1757370	3033	24505	21660	265299	25132	287729	2478856	2068634	3496	62538	32855	2227568	3321	10120	7208	139517	2351637	7623	66274	24959	3099245	410886	12196	16796	16250	31752	2179160	15988	22990	13785	4701	3162073	747801	453878	16195	2371396	73152	409590	31779	13979	51178	1301223	2595639	2299003	12890	24277	2569740	18661	327643	89982	5707	13868	2605701	47025	991759	20198	2982615	2471497	2698125	1879248	4873	422485	40126	2285016	2153749	427826	46310	628267	2227546	3117	1949303	813376	2187763	184426	1455638	40198	1959139	205011	20291	2663869	2979315	35969	2199720	391315	20604	119254	1171862	2672801	468101	2442836	909792	362601	235182	33013	2505638	1082266	2052430	94348	108	0
GPB:bin_000080	2788613	54339	72182	112007	1373644	52081	42971	56490	2072888	2157664	106522	1038927	69050	43180	28694	118008	145070	50230	127682	1188090	1505610	2737003	2334652	61925	54361	1347518	24812	58787	49604	1668674	1479213	63634	46825	77549	104256	1761930	68006	150031	46890	38764	1863332	87077	155962	1692447	61492	57072	1986405	1307505	114437	2100070	45643	1049432	105217	90165	2573704	62341	1880762	2776330	86682	75033	1817932	62196	144704	55064	50339	130322	2225385	2080511	63743	81676	2305028	1302064	1995279	1973010	45860	1386602	61799	2743080	2030858	1040475	65126	1540724	1300149	26648	1921404	1316633	2490484	801664	82042	137484	482512	148031	105521	1399766	1602124	167665	1713210	1463486	154832	593879	2578113	2671181	1520723	1559291	2255048	1864579	1613175	51747	2008525	2130564	52147	97373	0	0
GPB:bin_000082	2769103	55326	64279	2401571	88515	67168	66123	77907	80088	2615349	2495740	92993	54550	74954	47050	82626	87597	77966	91485	91173	111612	1560690	72721	72827	83912	126705	51571	77510	55475	71774	100390	55724	67428	86568	94852	77401	78994	91479	73299	70087	2553923	81314	93588	70451	62172	102997	188241	85236	2429337	2840852	83512	142359	82841	95426	84603	76286	131761	86251	85149	71822	2402998	76299	1697955	79426	60627	2207730	2460328	73386	75976	79190	123965	119074	2794354	109344	41575	134269	75897	2359562	2427613	148838	84624	156665	87427	55511	97944	172151	1033466	102745	76410	88684	107075	1292391	2015240	106253	2816209	87020	102121	144514	2862137	265042	108447	79579	145624	119165	89164	79567	117147	79699	128728	65703	75814	1209887	0	0
GPB:bin_000083	1692906	0	150	988	7850	0	150	7508	0	1405132	30433	0	150	150	547	0	241	4792	190	248844	2445	450	248	0	0	147499	150	342	168	0	2038	0	242	0	616	142	150	165	0	0	1748961	150	300	214	0	150	867	446	11990	970696	300	321	0	0	300	150	152263	150	6829	426	1748420	150	47497	102	1161	3838	1607295	40440	0	150	6648	137361	56276	163716	0	423	150	1749077	2882	635	0	7332	119631	325	150	1049	159	3714	150	282	141355	30031	1095	4895	1714783	0	90285	496	1540	27327	695	0	568	190292	450	24079	511	0	18631	150	300	7232	0	0
